instance,timestamp,cpu_usage,memory_usage,network_usage,wattage,num_processes,process_wattage,processes
knode1,2023-11-06 14:45:31.668710,0,0.6019207286527514,0,1334368.0,4,564885.0,"[('teastore-webui-0', 212332.0), ('teastore-recommender-0', 74819.0), ('teastore-auth-0', 51599.0), ('teastore-image-0', 226135.0)]"
knode2,2023-11-06 14:45:31.668712,0,0.5178349338462014,0,1608828.0,0,0,[]
knode1,2023-11-06 14:45:41.755688,0,0.6019207286527514,0,1334368.0,4,564885.0,"[('teastore-webui-0', 212332.0), ('teastore-recommender-0', 74819.0), ('teastore-auth-0', 51599.0), ('teastore-image-0', 226135.0)]"
knode2,2023-11-06 14:45:41.755690,0,0.5178349338462014,0,1608828.0,0,0,[]
knode1,2023-11-06 14:45:51.810421,0,0.6019207286527514,0,1334368.0,4,564885.0,"[('teastore-webui-0', 212332.0), ('teastore-recommender-0', 74819.0), ('teastore-auth-0', 51599.0), ('teastore-image-0', 226135.0)]"
knode2,2023-11-06 14:45:51.810423,0,0.5173817973329521,0,809004.0,3,181487.0,"[('teastore-persistence-0', 161009.0), ('teastore-registry-0', 16383.0), ('teastore-db-0', 4095.0)]"
knode1,2023-11-06 14:46:01.865075,0,0.5987146565464896,0,1213370.0,4,501471.0,"[('teastore-webui-0', 265785.0), ('teastore-recommender-0', 46223.0), ('teastore-auth-0', 57242.0), ('teastore-image-0', 132221.0)]"
knode2,2023-11-06 14:46:01.865077,0,0.5173817973329521,0,809004.0,3,181487.0,"[('teastore-persistence-0', 161009.0), ('teastore-registry-0', 16383.0), ('teastore-db-0', 4095.0)]"
knode1,2023-11-06 14:46:11.919570,0,0.5987146565464896,0,1213370.0,4,501471.0,"[('teastore-webui-0', 265785.0), ('teastore-recommender-0', 46223.0), ('teastore-auth-0', 57242.0), ('teastore-image-0', 132221.0)]"
knode2,2023-11-06 14:46:11.919572,0,0.5173817973329521,0,809004.0,3,181487.0,"[('teastore-persistence-0', 161009.0), ('teastore-registry-0', 16383.0), ('teastore-db-0', 4095.0)]"
knode1,2023-11-06 14:46:21.974586,0,0.5987146565464896,0,1213370.0,4,501471.0,"[('teastore-webui-0', 265785.0), ('teastore-recommender-0', 46223.0), ('teastore-auth-0', 57242.0), ('teastore-image-0', 132221.0)]"
knode2,2023-11-06 14:46:21.974588,0,0.516849344968874,0,742014.0,3,147122.0,"[('teastore-persistence-0', 130313.0), ('teastore-registry-0', 14727.0), ('teastore-db-0', 2082.0)]"
knode1,2023-11-06 14:46:32.027076,0,0.5975075218216319,0,726494.0,4,265269.0,"[('teastore-webui-0', 128872.0), ('teastore-recommender-0', 39612.0), ('teastore-auth-0', 43309.0), ('teastore-image-0', 53476.0)]"
knode2,2023-11-06 14:46:32.027078,0,0.516849344968874,0,742014.0,3,147122.0,"[('teastore-persistence-0', 130313.0), ('teastore-registry-0', 14727.0), ('teastore-db-0', 2082.0)]"
knode1,2023-11-06 14:46:42.082871,0,0.5975075218216319,0,726494.0,4,265269.0,"[('teastore-webui-0', 128872.0), ('teastore-recommender-0', 39612.0), ('teastore-auth-0', 43309.0), ('teastore-image-0', 53476.0)]"
knode2,2023-11-06 14:46:42.082873,0,0.516849344968874,0,742014.0,3,147122.0,"[('teastore-persistence-0', 130313.0), ('teastore-registry-0', 14727.0), ('teastore-db-0', 2082.0)]"
knode1,2023-11-06 14:46:52.173744,0,0.5975075218216319,0,726494.0,4,265269.0,"[('teastore-webui-0', 128872.0), ('teastore-recommender-0', 39612.0), ('teastore-auth-0', 43309.0), ('teastore-image-0', 53476.0)]"
knode2,2023-11-06 14:46:52.173747,0,0.5164055215920751,0,611620.0,3,96585.0,"[('teastore-persistence-0', 83018.0), ('teastore-registry-0', 11963.0), ('teastore-db-0', 1604.0)]"
knode1,2023-11-06 14:47:02.253273,0,0.5973851081593928,0,483353.99999999994,4,155743.0,"[('teastore-webui-0', 73206.0), ('teastore-recommender-0', 23876.0), ('teastore-auth-0', 26785.0), ('teastore-image-0', 31876.0)]"
knode2,2023-11-06 14:47:02.253275,0,0.5164055215920751,0,611620.0,3,96585.0,"[('teastore-persistence-0', 83018.0), ('teastore-registry-0', 11963.0), ('teastore-db-0', 1604.0)]"
knode1,2023-11-06 14:47:12.307935,0,0.5973851081593928,0,483354.0,4,155743.0,"[('teastore-webui-0', 73206.0), ('teastore-recommender-0', 23876.0), ('teastore-auth-0', 26785.0), ('teastore-image-0', 31876.0)]"
