Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cartAction | add to cart,197,1,6,43.318670602316786,2.567693591117859,692.7545443177223,0.0,0.3645294315027001,0.0018504032055974627,6,7,8,10,170,240,500,590,690,690,690
POST,/cartAction | pay,38,0,6,18.69628264715797,2.7790889143943787,255.46851009130478,0.0,0.07031532181270359,0.0,6,7,7,8,10,220,260,260,260,260,260
GET,/category,4727,331,39,1558.7787353273095,1.3102144002914429,30035.020984709263,19738.36280939285,8.746855952859207,0.6124834610527601,39,46,55,93,310,4600,30000,30000,30000,30000,30000
GET,/product,1304,53,46,618.3190087050748,1.5712752938270569,30005.662851035595,6790.458588957055,2.412925780099091,0.09807136989666553,46,53,65,84,290,340,1200,30000,30000,30000,30000
GET,/tools.descartes.teastore.webui,161,0,42,91.38927724420654,27.9543474316597,1630.7236701250076,4232.0,0.2979149161011915,0.0,42,45,48,52,280,340,460,840,1600,1600,1600
GET,/tools.descartes.teastore.webui/cart,197,1,54,76.24824696839764,3.5887882113456726,1545.849122107029,4915.918781725888,0.3645294315027001,0.0018504032055974627,54,58,62,66,83,180,350,380,1500,1500,1500
GET,/tools.descartes.teastore.webui/order,38,0,34,48.21421676560452,25.57307481765747,324.1071403026581,4232.0,0.07031532181270359,0.0,35,38,42,43,56,160,320,320,320,320,320
,Aggregated,6662,386,41,1233.180129783705,1.3102144002914429,30035.020984709263,15606.214800360252,12.327386155690297,0.7142556373606206,41,48,58,82,300,520,30000,30000,30000,30000,30000
