Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cartAction | add to cart,452,0,6,5.966454216864257,2.543419599533081,21.03651314973831,0.0,0.47644439705028024,0.0,6,6,6,7,8,9,10,12,21,21,21
POST,/cartAction | pay,81,0,6,5.888531145490246,2.3196786642074585,23.675791919231415,0.0,0.08538052248024934,0.0,6,6,6,6,7,8,9,24,24,24,24
GET,/category,10539,3,17,20.685353861162543,11.060044169425964,3179.812617599964,118067.04393206186,11.10895464715244,0.003162241573342568,17,19,20,21,26,30,36,47,210,3200,3200
GET,/product,3107,0,26,28.53062444842817,19.189484417438507,1229.2449325323105,104755.3270035404,3.2750281894584528,0.0,26,27,28,29,34,41,53,66,230,1200,1200
GET,/tools.descartes.teastore.webui,341,2,19,25.140708536346636,8.653007447719574,761.8907764554024,8852.771260997068,0.3594414588366052,0.0021081610488950455,19,22,23,23,25,29,39,130,760,760,760
GET,/tools.descartes.teastore.webui/cart,452,0,13,19.183068214792065,7.432907819747925,1046.65657132864,9579.0,0.47644439705028024,0.0,13,14,15,15,18,23,52,63,1000,1000,1000
GET,/tools.descartes.teastore.webui/order,81,0,16,16.186369238076388,8.755296468734741,52.901312708854675,8905.0,0.08538052248024934,0.0,16,16,17,17,19,21,24,53,53,53,53
,Aggregated,15053,5,18,21.814669978418262,2.3196786642074585,3179.812617599964,104819.84886733541,15.867074134508558,0.005270402622237613,18,21,24,25,28,32,42,53,320,3200,3200
